word1	attr1	word2	attr2	Comment	period	genre	combined		word1 freq	word2 freq	bigram freq	score trimmed	distance	url
barû	[seen]	lēʾu	[writing board]		Sel (8), Ach (3), NA (1)	incantation-ritual (5), omen (3), no info (1), mathematical (1), historical (1), astrological (1)	Sel omen (3), Sel incantation-ritual (3), Ach incantation-ritual (2), Sel historical (1), Sel astrological (1), NA no info (1), Ach mathematical (1)		177	138	12	−7,406	3,917	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22l%C4%93%CA%BEu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	bukru	[son]		Sel (5), NB (1), Ach (1)	omen (4), royal inscription (1), incantation-ritual (1), astrological (1)	Sel omen (3), Sel incantation-ritual (1), Sel astrological (1), NB royal inscription (1), Ach omen (1)		177	49	7	−7,468	3	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22bukru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	liginnu	[(type of) tablet]		NA (2), NB (1)	royal inscription (2), scholarly letter (1)	NB royal inscription (1), NA scholarly letter (1), NA royal inscription (1)		177	9	3	−7,468	2	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22liginnu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	līpu	[descendant]		Sel (5), NA (2), Ach (2)	omen (5), incantation-ritual (2), no info (1), astrological (1)	Sel omen (3), Sel incantation-ritual (1), Sel astrological (1), NA omen (1), NA no info (1), Ach omen (1), Ach incantation-ritual (1)		177	95	9	−7,698	5,444	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22l%C4%ABpu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	qatû	[finish]		Sel (3), MB (3), Ach (3), MA (2), No info (1)	omen (5), no info (4), school (1), mathematical (1), literary (1)	Sel omen (3), MB no info (3), Ach omen (2), No info literary (1), MA school (1), MA no info (1), Ach mathematical (1)		177	169	12	−7,699	3,333	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22qat%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	imgiddû	[(a single-columned tablet)]		No info (3)	literary (3)	No info literary (3)		177	11	3	−7,757	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22imgidd%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	kūṣu	[coldness]	last long	NA (6), Sel (1), SB (1)	astrological report (6), omen (2)	NA astrological report (6), Sel omen (1), SB omen (1)		177	89	8	−7,943	2,5	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22k%C5%AB%E1%B9%A3u%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	giṭṭu	[oblong tablet]		No info (2), Sel (1), Ach (1)	literary (2), omen (1), medical (1)	No info literary (2), Sel omen (1), Ach medical (1)		177	29	4	−8,326	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22gi%E1%B9%AD%E1%B9%ADu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	šaṭāru	[write]		NA (7), No info (2), Ach (2), NA/NB (1), MA (1)	scientific (2), literary (2), technical procedure (1), school (1), scholarly (1), royal inscription (1), omen (1), no info (1), medical (1), mathematical (1), incantation-ritual (1)	No info scientific (2), NA literary (2), NA/NB royal inscription (1), NA technical procedure (1), NA scholarly (1), NA omen (1), NA no info (1), NA incantation-ritual (1), MA school (1), Ach medical (1), Ach mathematical (1)		177	383	14	−8,434	1,5	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A1a%E1%B9%AD%C4%81ru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	waqāru	[be(come) rare]	in the supervision of his “rare” countrymen	No info (2), Sel (1)	scientific (2), incantation-ritual (1)	No info scientific (2), Sel incantation-ritual (1)		177	22	3	−8,757	5	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22waq%C4%81ru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	margida	[cart]	FALSE, line division error	MB (3)	no info (3)	MB no info (3)		177	27	3	−9,053	2	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22margida%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	hiāṭu	[supervise]		NB (4), Ach (1)	royal inscription (5)	NB royal inscription (4), Ach royal inscription (1)		177	77	5	−9,091	1,4	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	šalamtu	[corpse]	??	NA (3)	literary (3)	NA literary (3)		177	28	3	−9,105	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A1alamtu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	Šangi-Ninurta	[Šangi-Ninurta]	PN	Ach (3)	mathematical (2), omen (1)	Ach mathematical (2), Ach omen (1)		177	28	3	−9,105	3,667	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A0angi-Ninurta%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	sanāqu	[check]		NA (43), Ach (26), Sel (16), No info (11), NB (5), MA (4), Uncertain (2)	incantation-ritual (19), omen (18), literary (15), royal inscription (10), no info (7), school (6), scholarly (6), mathematical (6), medical (5), scientific (4), astrological (3), uncertain (2), hymn-prayer (2), historical (2), ritual (1), hemerological (1)	Sel omen (8), NA literary (8), NA incantation-ritual (8), No info literary (7), Ach omen (6), Ach mathematical (6), Ach incantation-ritual (6), Sel incantation-ritual (5), NB royal inscription (5), NA school (5), Ach medical (5), No info scientific (4), NA scholarly (4), NA royal inscription (4), NA omen (4), NA no info (4), Sel astrological (3), MA no info (3), Uncertain historical (2), NA uncertain (2), NA hymn-prayer (2), Ach scholarly (2), NA ritual (1), NA hemerological (1), MA school (1), Ach royal inscription (1)		177	79	5	−9,128	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22san%C4%81qu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	person	[?]		NA (3), NA/NB (1)	literary (3), royal inscription (1)	NA literary (3), NA/NB royal inscription (1)		177	36286	107	−9,132	2,271	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22person%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	nikiltu	[skill]		Sel (6), Ach (1)	omen (5), incantation-ritual (1), astrological (1)	Sel omen (4), Sel incantation-ritual (1), Sel astrological (1), Ach omen (1)		177	61	4	−9,398	3	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22nikiltu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	Ekur-zakir	[Ekur-zakir]	PN	NA (3), Sel (2), SB (2)	omen (4), astrological report (3)	NA astrological report (3), Sel omen (2), SB omen (2)		177	205	7	−9,532	5,714	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22Ekur-zakir%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	ebūru	[summer]		NA (16), NA/NB (1)	ritual (13), royal inscription (2), omen (1), literary (1)	NA ritual (13), NA/NB royal inscription (1), NA royal inscription (1), NA omen (1), NA literary (1)		177	211	7	−9,574	2,143	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22eb%C5%ABru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	ēkallu	[palace]		NA (2), No info (1), 1stM (1)	scholarly (2), omen (1), literary (1)	No info literary (1), NA scholarly (1), NA omen (1), 1stM scholarly (1)		177	1327	17	−9,667	1,941	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C4%93kallu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	karšu	[stomach]		NA (3), NA/NB (1)	technical procedure (1), royal inscription (1), ritual (1), omen (1)	NA/NB royal inscription (1), NA technical procedure (1), NA ritual (1), NA omen (1)		177	76	4	−9,716	2	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22kar%C5%A1u%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	ṣehru	[small]		NA (4), NB (2), MA (2), Sel (1)	royal inscription (3), omen (2), no info (2), scholarly (1), astronomical (1)	NB royal inscription (2), MA no info (2), Sel omen (1), NA scholarly (1), NA royal inscription (1), NA omen (1), NA astronomical (1)		177	429	9	−9,873	4,222	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%E1%B9%A3ehru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	kiššatu	[totality]		NA (12)	ritual (11), royal inscription (1)	NA ritual (11), NA royal inscription (1)		177	881	12	−10,081	3,917	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ki%C5%A1%C5%A1atu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	nišu	[people]		NB (6), Sel (3), NA (2), MA (2), SB (1), Hell (1)	royal inscription (9), omen (2), literary (2), incantation-ritual (2)	NB royal inscription (6), Sel incantation-ritual (2), MA royal inscription (2), Sel omen (1), SB omen (1), NA royal inscription (1), NA literary (1), Hell literary (1)		177	1398	15	−10,103	2,067	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ni%C5%A1u%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	kânu	[be(come) permanent]	to place in the library permanently	NA (5), NB (3), NA/NB (1)	royal inscription (6), ritual (1), omen (1), literary (1)	NB royal inscription (3), NA royal inscription (2), NA/NB royal inscription (1), NA ritual (1), NA omen (1), NA literary (1)		177	615	9	−10,392	4,333	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22k%C3%A2nu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	pû	[mouth]		NA (5), NB (2), Ach (2), Sel (1), 1stM (1)	royal inscription (4), scholarly (2), literary (2), incantation-ritual (2), no info (1)	NB royal inscription (2), NA literary (2), Sel incantation-ritual (1), NA royal inscription (1), NA no info (1), NA incantation-ritual (1), Ach scholarly (1), Ach royal inscription (1), 1stM scholarly (1)		177	981	11	−10,487	3,364	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22p%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	divinity	[?]		NA (22), NB (8), Sel (7), No info (5), SB (2), MA (1), Hell (1), Ach (1), 1stM (1)	literary (13), royal inscription (12), omen (5), scholarly (4), ritual (3), scientific (2), no info (2), incantation-ritual (2), astronomical (2), scholarly letter (1), medical (1), astrological (1)	NA literary (8), NB royal inscription (7), NA royal inscription (5), Sel omen (4), No info literary (3), NA scholarly (3), NA ritual (3), Sel incantation-ritual (2), SB astronomical (2), No info scientific (2), Sel astrological (1), NB literary (1), NA scholarly letter (1), NA omen (1), NA no info (1), MA no info (1), Hell literary (1), Ach medical (1), 1stM scholarly (1)		177	20527	48	−10,623	4,229	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22divinity%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	place	[?]		NA (25), Sel (8), Ach (4), No info (3), MA (3), NB (2), SB (1), 1stM (1)	royal inscription (15), ritual (10), incantation-ritual (6), omen (5), literary (5), no info (2), scholarly (1), mathematical (1), astronomical (1), astrological (1)	NA royal inscription (11), NA ritual (10), Sel incantation-ritual (4), No info literary (3), Sel omen (2), NB royal inscription (2), NA literary (2), MA royal inscription (2), Ach omen (2), Ach incantation-ritual (2), Sel mathematical (1), Sel astrological (1), SB astronomical (1), NA omen (1), NA no info (1), MA no info (1), 1stM scholarly (1)		177	19953	47	−10,643	3,489	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22place%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	banû	[create]		NA (4), NB (2)	royal inscription (3), literary (3)	NA literary (3), NB royal inscription (2), NA royal inscription (1)		177	328	6	−10,655	3,333	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ban%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	ummiānu	[expert]		No info (4)	literary (4)	No info literary (4)		177	169	4	−10,868	3,75	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ummi%C4%81nu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	barû	[seen]		NA (2), Ach (1)	royal inscription (2), literary (1)	NA royal inscription (1), NA literary (1), Ach royal inscription (1)		177	177	4	−10,935	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22bar%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	šeʾû	[seek]	look at and seek	NB (3), NA (3), MB (3), Sel (2), Uncertain (1), MA (1), Ach (1)	royal inscription (5), no info (4), omen (2), literary (1), historical (1), astrological (1)	NB royal inscription (3), MB no info (3), NA royal inscription (2), Uncertain historical (1), Sel omen (1), Sel astrological (1), NA literary (1), MA no info (1), Ach omen (1)		177	100	3	−10,942	3,333	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A1e%CA%BE%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
barû	[seen]	qātu	[hand]		NA (3)	astrological report (3)	NA astrological report (3)		177	2188	14	−10,948	3,5	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22bar%C3%BB%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22q%C4%81tu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
