word1	attr1	word2	attr2	Comment	period	genre	combined		word1 freq	word2 freq	bigram freq	score trimmed	distance	url
dagālu	[see]	kalāma	[all (of it)]		NA (3)	astrological report (2), treaties (1)	NA astrological report (2), NA treaties (1)		179	178	3	−11,79	3,667	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22dag%C4%81lu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22kal%C4%81ma%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
dagālu	[see]	rabû	[be(come) big]		NA (10), Sel (1)	treaties (5), royal inscription (4), scholarly letter (1), incantation-ritual (1)	NA treaties (5), NA royal inscription (4), Sel incantation-ritual (1), NA scholarly letter (1)		179	2537	11	−11,874	4,091	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22dag%C4%81lu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22rab%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
dagālu	[see]	alāku	[go]		NA (13)	administrative letter (10), scholarly letter (2), priestly letter (1)	NA administrative letter (10), NA scholarly letter (2), NA priestly letter (1)		179	3601	13	−11,897	2,692	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22dag%C4%81lu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22al%C4%81ku%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
dagālu	[see]	šapāru	[send]		NA (10)	administrative letter (6), scholarly letter (2), royal inscription (1), priestly letter (1)	NA administrative letter (6), NA scholarly letter (2), NA royal inscription (1), NA priestly letter (1)		179	2202	10	−11,945	4,6	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22dag%C4%81lu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A1ap%C4%81ru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
dagālu	[see]	biltu	[load]		NA (4), NB (1)	royal inscription (4), hymn-prayer (1)	NA royal inscription (3), NB royal inscription (1), NA hymn-prayer (1)		179	558	5	−11,964	2,8	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22dag%C4%81lu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22biltu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
dagālu	[see]	šakānu	[put]		NA (11)	treaties (3), priestly letter (3), scholarly letter (2), administrative letter (2), royal inscription (1)	NA treaties (3), NA priestly letter (3), NA scholarly letter (2), NA administrative letter (2), NA royal inscription (1)		179	2730	11	−11,98	3,455	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22dag%C4%81lu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A1ak%C4%81nu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	hiāṭu	[supervise]		No info (6), Sel (2), NA (2)	literary (6), omen (4)	No info literary (6), Sel omen (2), NA omen (2)		77	77	10	−5,89	2,6	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	emēmu	[be(come) hot]		Sel (3), Ach (1)	omen (4)	Sel omen (3), Ach omen (1)		77	14	4	−6,074	3	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22em%C4%93mu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	hayyattu	[terror]		NA (2), Ach (1)	omen (3)	NA omen (2), Ach omen (1)		77	12	3	−6,682	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22hayyattu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	miqtu&&šamû	[fall&&heaven]		NA (5)	omen (5)	NA omen (5)		77	35	5	−6,752	3,8	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22miqtu%26%26%C5%A1am%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	nahāsu	[(re)cede]		No info (6)	literary (6)	No info literary (6)		77	70	6	−7,226	2	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22nah%C4%81su%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	zūtu	[sweat]		Sel (2), Ach (1)	omen (3)	Sel omen (2), Ach omen (1)		77	33	3	−8,141	4,667	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22z%C5%ABtu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	lilû	[(a demon)]		NA (3)	omen (3)	NA omen (3)		77	35	3	−8,226	3	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22lil%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	ruʾtu	[saliva]		NA (3)	omen (3)	NA omen (3)		77	40	3	−8,419	3,667	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ru%CA%BEtu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	minītu	[measure]		NA (3), Sel (1), Ach (1)	omen (5)	NA omen (3), Sel omen (1), Ach omen (1)		77	112	5	−8,43	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22min%C4%ABtu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	barû	[seen]		NB (4), Ach (1)	royal inscription (5)	NB royal inscription (4), Ach royal inscription (1)		77	177	5	−9,091	1,4	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22bar%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	temmēnu	[foundation]		NB (3), NA (1)	royal inscription (4)	NB royal inscription (3), NA royal inscription (1)		77	135	4	−9,344	1,75	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22temm%C4%93nu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	šeʾû	[seek]		NB (2), Ach (1)	royal inscription (3)	NB royal inscription (2), Ach royal inscription (1)		77	100	3	−9,741	4	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A1e%CA%BE%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	qātu	[hand]		NA (12), Sel (1), Ach (1)	omen (13), prophecy (1)	NA omen (11), Sel omen (1), NA prophecy (1), Ach omen (1)		77	2188	14	−9,747	3,071	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22q%C4%81tu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	wašāru	[sink down]		Sel (3), Ach (1)	omen (4)	Sel omen (3), Ach omen (1)		77	180	4	−9,759	2,25	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22wa%C5%A1%C4%81ru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	niŋin	[encircle]		MA (3)	no info (3)	MA no info (3)		77	102	3	−9,769	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ni%C5%8Bin%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	wâru	[go (up to)]		NA (3)	literary (3)	NA literary (3)		77	108	3	−9,852	3	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22w%C3%A2ru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	hurāṣu	[gold]		NA (6), Hell (2)	priestly letter (5), administrative (2), administrative letter (1)	NA priestly letter (5), Hell administrative (2), NA administrative letter (1)		77	801	8	−9,912	3,25	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22hur%C4%81%E1%B9%A3u%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	mâtu	[die]		NA (3), Ach (2), Sel (1)	omen (6)	NA omen (3), Ach omen (2), Sel omen (1)		77	472	6	−9,98	4,667	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22m%C3%A2tu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	siparru	[bronze]		NA (4)	administrative letter (3), royal inscription (1)	NA administrative letter (3), NA royal inscription (1)		77	211	4	−9,988	3,75	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22siparru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	pû	[mouth]		NA (5), NB (2), No info (1)	omen (4), royal inscription (3), literary (1)	NA omen (4), NB royal inscription (2), No info literary (1), NA royal inscription (1)		77	981	8	−10,205	3,125	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22p%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	maqātu	[fall]		Sel (2), NA (2), Ach (1)	omen (5)	Sel omen (2), NA omen (2), Ach omen (1)		77	443	5	−10,414	5,2	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22maq%C4%81tu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	kabtu	[heavy]		NA (4)	omen (3), royal inscription (1)	NA omen (3), NA royal inscription (1)		77	307	4	−10,529	2,5	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22kabtu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	biltu	[load]		NA (5)	priestly letter (2), administrative letter (2), administrative record (1)	NA priestly letter (2), NA administrative letter (2), NA administrative record (1)		77	558	5	−10,747	3	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22biltu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	labīru	[original]		NB (3)	royal inscription (3)	NB royal inscription (3)		77	205	3	−10,776	1	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22lab%C4%ABru%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	ṣabātu	[seize]		NA (6), Ach (1)	omen (6), literary (1)	NA omen (5), NA literary (1), Ach omen (1)		77	1218	7	−10,902	3,857	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%E1%B9%A3ab%C4%81tu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	ittu	[sign]		Sel (2), NA (1)	omen (3)	Sel omen (2), NA omen (1)		77	255	3	−11,091	2,333	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ittu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	divinity	[?]		NA (9), NB (7), No info (3), MA (3), OA (1), NA/NB (1)	royal inscription (9), literary (5), ritual (3), hymn-prayer (3), prophecy (1), priestly letter (1), omen (1), no info (1)	NB royal inscription (7), No info literary (3), NA hymn-prayer (3), MA ritual (3), NA literary (2), OA royal inscription (1), NA/NB royal inscription (1), NA prophecy (1), NA priestly letter (1), NA omen (1), NA no info (1)		77	20527	24	−11,422	2,792	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22divinity%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	akālu	[eat]		Sel (2), NA (1), Ach (1)	omen (4)	Sel omen (2), NA omen (1), Ach omen (1)		77	671	4	−11,657	2,25	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22ak%C4%81lu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	šâlu	[ask]		NA (3)	royal inscription (1), priestly letter (1), administrative letter (1)	NA royal inscription (1), NA priestly letter (1), NA administrative letter (1)		77	379	3	−11,663	4	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22%C5%A1%C3%A2lu%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
hiāṭu	[supervise]	manû	[counted]		NA (6), Hell (1)	administrative letter (5), priestly letter (1), administrative (1)	NA administrative letter (5), NA priestly letter (1), Hell administrative (1)		77	2285	7	−11,81	2,286	https://korp.csc.fi/test-as/?mode=other_languages#?lang=fi&stats_reduce=word&cqp=%5Blemma%20%3D%20%22hi%C4%81%E1%B9%ADu%22%5D%20%5B%5D%7B1,5%7D%20%5Blemma%20%3D%20%22man%C3%BB%22%5D&oracc_adsd,oracc_ario,oracc_blms,oracc_cams,oracc_caspo,oracc_ctij,oracc_dcclt,oracc_dccmt,oracc_ecut,oracc_etcsri,oracc_hbtin,oracc_obmc,oracc_riao,oracc_ribo,oracc_rimanum,oracc_rinap,oracc_saao,oracc_others&search_tab=1&search=cqp&within=paragraph
